PRECINCT,Date,Race,totvote,DEM_Turnout,REP_Turnout,NPA_Turnout,Other_party_Turnout,White_Turnout,Black_Turnout,Hispanic_Turnout,Other_race_Turnout,Male_Turnout,Female_Turnout,Unkwn_Turnout,pct_white,pct_black,pct_non_bw,DEM_candidate_votes,REP_candidate_votes,OTHER_candidate_votes,Total_contest_votes,pct_dem,pct_rep,D-R_vote_pct,D-R_vote,District,Undervotes
112,11/6/2012,President,1220,649,324,200,47,569,492,77,82,490,698,32,0.466393443,0.403278689,0.130327869,768,421,22,1211,0.634186623,0.347646573,0.28654005,347,1,9
113,11/6/2012,President,4180,1890,1555,605,130,2290,1404,214,272,1741,2370,69,0.54784689,0.335885167,0.116267943,2171,1944,52,4167,0.52099832,0.466522678,0.054475642,227,1,13
114,11/6/2012,President,1361,840,289,187,45,512,731,41,77,516,809,36,0.376193975,0.53710507,0.086700955,957,383,17,1357,0.70523213,0.282240236,0.422991894,574,1,4
201,11/6/2012,President,2527,790,1329,332,76,1895,406,81,145,1177,1314,36,0.749901068,0.16066482,0.089434112,798,1699,12,2509,0.318055002,0.677162216,-0.359107214,-901,2,18
202,11/6/2012,President,3647,1096,1770,647,134,2422,583,175,467,1673,1917,57,0.664107486,0.159857417,0.176035097,1299,2286,39,3624,0.358443709,0.630794702,-0.272350993,-987,2,23
203,11/6/2012,President,3206,1357,1284,461,104,1900,925,152,229,1374,1764,68,0.592638802,0.288521522,0.118839676,1564,1588,40,3192,0.489974937,0.497493734,-0.007518797,-24,2,14
204,11/6/2012,President,1582,448,912,180,42,1425,73,38,46,730,834,18,0.900758534,0.046144121,0.053097345,299,1265,15,1579,0.189360355,0.801139962,-0.611779607,-966,2,3
205,11/6/2012,President,4669,1641,2232,649,147,3330,889,169,281,2143,2464,62,0.713214821,0.190404798,0.096380381,1516,3089,45,4650,0.326021505,0.664301075,-0.33827957,-1573,2,19
206,11/6/2012,President,3674,817,2357,398,102,3202,216,82,174,1725,1910,39,0.871529668,0.058791508,0.069678824,837,2801,29,3667,0.228251977,0.763839651,-0.535587674,-1964,2,7
207,11/6/2012,President,3996,1479,1771,623,123,2650,907,161,278,1730,2201,65,0.663163163,0.226976977,0.10985986,1662,2291,55,4008,0.414670659,0.571606786,-0.156936128,-629,2,-12
208,11/6/2012,President,1713,399,1093,166,55,1536,114,16,47,832,862,19,0.896672504,0.066549912,0.036777583,323,1364,11,1698,0.190223793,0.803297998,-0.613074205,-1041,2,15
209,11/6/2012,President,2034,499,1214,256,65,1741,134,50,109,967,1043,24,0.855948869,0.065880039,0.078171091,505,1491,23,2019,0.250123824,0.738484398,-0.488360575,-986,2,15
210,11/6/2012,President,247,68,145,21,13,235,1,3,8,122,120,5,0.951417004,0.004048583,0.044534413,60,183,6,249,0.240963855,0.734939759,-0.493975904,-123,2,-2
211,11/6/2012,President,3225,1058,1578,481,108,2157,708,140,220,1480,1686,59,0.668837209,0.219534884,0.111627907,1147,2030,34,3211,0.357209592,0.632201806,-0.274992214,-883,2,14
212,11/6/2012,President,497,117,299,63,18,483,3,1,10,238,255,4,0.971830986,0.006036217,0.022132797,72,413,5,490,0.146938776,0.842857143,-0.695918367,-341,2,7
213,11/6/2012,President,1091,252,690,126,23,864,138,14,75,527,555,9,0.791934005,0.126489459,0.081576535,271,835,1,1107,0.244805781,0.754290876,-0.509485095,-564,2,-16
301,11/6/2012,President,1637,249,1143,203,42,1414,97,30,96,809,814,14,0.863775199,0.059254734,0.076970067,333,1293,5,1631,0.204169221,0.792765175,-0.588595953,-960,3,6
302,11/6/2012,President,1672,502,797,302,71,1199,201,95,177,796,850,26,0.717105263,0.120215311,0.162679426,601,1043,26,1670,0.35988024,0.624550898,-0.264670659,-442,3,2
303,11/6/2012,President,2612,647,1470,402,93,2193,150,84,185,1181,1397,34,0.839586524,0.057427259,0.102986217,786,1787,32,2605,0.301727447,0.685988484,-0.384261036,-1001,3,7
304,11/6/2012,President,2971,529,1830,516,96,2537,150,81,203,1390,1550,31,0.853921239,0.050488051,0.09559071,729,2226,19,2974,0.245124412,0.748486886,-0.503362475,-1497,3,-3
305,11/6/2012,President,4054,1037,2088,733,196,3226,323,188,317,1805,2183,66,0.795757277,0.079674396,0.124568328,1398,2591,42,4031,0.346812205,0.642768544,-0.295956338,-1193,3,23
306,11/6/2012,President,2668,937,1031,596,104,1442,563,208,455,1236,1373,59,0.54047976,0.21101949,0.24850075,1300,1331,21,2652,0.490196078,0.50188537,-0.011689291,-31,3,16
307,11/6/2012,President,1748,513,749,394,92,1314,201,104,129,765,948,35,0.751716247,0.114988558,0.133295195,676,1031,35,1742,0.388059701,0.59184845,-0.203788749,-355,3,6
308,11/6/2012,President,1391,290,809,238,54,1178,84,47,82,634,734,23,0.846872753,0.06038821,0.092739037,360,1011,14,1385,0.259927798,0.729963899,-0.470036101,-651,3,6
309,11/6/2012,President,2283,748,1017,420,98,1544,394,113,232,1001,1248,34,0.67630311,0.172579939,0.151116951,901,1346,29,2276,0.395869947,0.591388401,-0.195518453,-445,3,7
310,11/6/2012,President,1683,323,1024,274,62,1478,57,30,118,706,944,33,0.878193702,0.033868093,0.087938206,433,1218,15,1666,0.259903962,0.731092437,-0.471188475,-785,3,17
311,11/6/2012,President,1560,347,941,219,53,1366,67,36,91,728,812,20,0.875641026,0.042948718,0.081410256,412,1122,11,1545,0.266666667,0.726213592,-0.459546926,-710,3,15
312,11/6/2012,President,3011,829,1401,630,151,2170,316,166,359,1358,1592,61,0.7206908,0.104948522,0.174360678,1104,1851,47,3002,0.36775483,0.616588941,-0.248834111,-747,3,9
313,11/6/2012,President,4562,1514,2021,869,158,2823,879,301,559,2098,2384,80,0.618807541,0.19267865,0.18851381,1815,2660,63,4538,0.399955928,0.586161305,-0.186205377,-845,3,24
401,11/6/2012,President,992,370,487,111,24,768,159,20,45,423,556,13,0.774193548,0.160282258,0.065524194,354,636,14,1004,0.352589641,0.633466135,-0.280876494,-282,4,-12
402,11/6/2012,President,2622,1168,921,434,99,1511,650,178,283,1109,1467,46,0.576277651,0.247902365,0.175819985,1311,1267,39,2617,0.500955292,0.484142147,0.016813145,44,4,5
403,11/6/2012,President,3590,1509,1400,557,124,2273,801,194,322,1516,2002,72,0.633147632,0.223119777,0.143732591,1720,1829,31,3580,0.480446927,0.510893855,-0.030446927,-109,4,10
404,11/6/2012,President,2293,697,1279,251,66,2049,120,40,84,1055,1212,26,0.893589184,0.052333188,0.054077628,563,1708,29,2300,0.244782609,0.742608696,-0.497826087,-1145,4,-7
405,11/6/2012,President,1428,741,429,202,56,753,541,53,81,589,805,34,0.527310924,0.378851541,0.093837535,828,572,15,1415,0.585159011,0.404240283,0.180918728,256,4,13
407,11/6/2012,President,4266,1355,2037,735,139,3135,549,152,430,1950,2236,80,0.73488045,0.128691983,0.136427567,1601,2589,68,4258,0.375998121,0.60803194,-0.232033819,-988,4,8
408,11/6/2012,President,2851,1019,1368,392,72,2233,386,88,144,1216,1595,40,0.783233953,0.135391091,0.081374956,975,1831,36,2842,0.343068262,0.644264602,-0.301196341,-856,4,9
409,11/6/2012,President,2043,837,830,312,64,1408,423,75,137,873,1134,36,0.689182575,0.207048458,0.103768967,899,1078,26,2003,0.44882676,0.538192711,-0.089365951,-179,4,40
410,11/6/2012,President,2749,1052,1054,543,100,1634,599,176,340,1254,1443,52,0.594397963,0.217897417,0.18770462,1245,1457,49,2751,0.452562704,0.529625591,-0.077062886,-212,4,-2
411,11/6/2012,President,2962,1061,1183,572,146,2033,453,212,264,1347,1550,65,0.686360567,0.152937205,0.160702228,1322,1614,46,2982,0.443326626,0.541247485,-0.097920858,-292,4,-20
412,11/6/2012,President,1534,503,630,317,84,1054,231,99,150,666,827,41,0.687092568,0.150586701,0.16232073,712,820,19,1551,0.459058672,0.528691167,-0.069632495,-108,4,-17
501,11/6/2012,President,2292,720,1080,389,103,1977,136,47,132,1058,1186,48,0.862565445,0.059336824,0.078097731,951,1304,35,2290,0.415283843,0.569432314,-0.154148472,-353,5,2
502,11/6/2012,President,778,356,292,92,38,526,196,19,37,335,435,8,0.676092545,0.251928021,0.071979434,388,376,13,777,0.499356499,0.483912484,0.015444015,12,5,1
503,11/6/2012,President,1035,626,221,165,23,390,510,59,76,419,591,25,0.376811594,0.492753623,0.130434783,747,267,18,1032,0.723837209,0.25872093,0.465116279,480,5,3
504,11/6/2012,President,1839,686,892,193,68,1442,278,42,77,805,1012,22,0.784121805,0.151169114,0.064709081,795,1014,18,1827,0.435139573,0.55500821,-0.119868637,-219,5,12
505,11/6/2012,President,1898,469,1193,179,57,1782,9,29,78,882,991,25,0.938883035,0.004741834,0.056375132,483,1390,20,1893,0.255150555,0.734284205,-0.47913365,-907,5,5
506,11/6/2012,President,2712,1282,985,363,82,1669,810,79,154,1136,1534,42,0.615412979,0.298672566,0.085914454,1409,1256,25,2690,0.523791822,0.466914498,0.056877323,153,5,22
507,11/6/2012,President,1199,672,375,117,35,640,478,23,58,503,680,16,0.533778148,0.398665555,0.067556297,734,474,9,1217,0.603122432,0.389482334,0.213640099,260,5,-18
508,11/6/2012,President,4353,1521,2126,533,173,3630,376,167,180,1864,2451,38,0.83390765,0.086377211,0.079715139,1591,2676,61,4328,0.367606285,0.618299445,-0.250693161,-1085,5,25
509,11/6/2012,President,3198,1093,1712,315,78,2770,225,74,129,1436,1734,28,0.866166354,0.070356473,0.063477173,1001,2117,32,3150,0.317777778,0.672063492,-0.354285714,-1116,5,48
510,11/6/2012,President,2758,946,1386,330,96,2243,310,81,124,1223,1503,32,0.813270486,0.11240029,0.074329224,981,1730,31,2742,0.357768053,0.630926331,-0.273158279,-749,5,16
511,11/6/2012,President,1619,764,598,205,52,1087,384,65,83,686,912,21,0.6714021,0.237183447,0.091414453,710,857,28,1595,0.445141066,0.537304075,-0.092163009,-147,5,24
512,11/6/2012,President,3257,1359,1276,491,131,2036,757,201,263,1322,1866,69,0.625115137,0.232422475,0.142462389,1605,1634,35,3274,0.490226023,0.49908369,-0.008857666,-29,5,-17
513,11/6/2012,President,1903,847,742,248,66,1300,407,78,118,827,1031,45,0.683131897,0.213872832,0.102995271,872,1005,20,1897,0.459673168,0.529783869,-0.070110701,-133,5,6
601,11/6/2012,President,2630,582,1667,299,82,2358,92,49,131,1245,1353,32,0.896577947,0.034980989,0.068441065,608,2001,18,2627,0.23144271,0.761705367,-0.530262657,-1393,6,3
602,11/6/2012,President,3068,871,1616,437,144,2499,245,127,197,1417,1614,37,0.814537158,0.079856584,0.105606258,960,2056,38,3054,0.314341847,0.673215455,-0.358873608,-1096,6,14
603,11/6/2012,President,3053,915,1752,302,84,2795,65,63,130,1389,1645,19,0.915492958,0.021290534,0.063216508,860,2151,19,3030,0.283828383,0.70990099,-0.426072607,-1291,6,23
604,11/6/2012,President,1573,378,983,160,52,1435,21,43,74,758,800,15,0.912269549,0.013350286,0.074380165,373,1180,14,1567,0.238034461,0.75303127,-0.514996809,-807,6,6
605,11/6/2012,President,3195,679,2038,369,109,2874,98,73,150,1527,1634,34,0.899530516,0.030672926,0.069796557,722,2434,18,3174,0.22747322,0.766855703,-0.539382483,-1712,6,21
606,11/6/2012,President,4150,944,2571,505,130,3739,151,83,177,1970,2142,38,0.900963855,0.036385542,0.062650602,999,3102,38,4139,0.241362648,0.74945639,-0.508093742,-2103,6,11
607,11/6/2012,President,1653,579,772,237,65,1268,220,81,84,697,932,24,0.767090139,0.133091349,0.099818512,622,1011,14,1647,0.377656345,0.613843352,-0.236187007,-389,6,6
608,11/6/2012,President,4574,1416,2212,751,195,3605,436,252,281,1925,2586,63,0.788150415,0.095321382,0.116528203,1641,2876,45,4562,0.359710653,0.630425252,-0.270714599,-1235,6,12
609,11/6/2012,President,1386,458,656,200,72,1069,194,59,64,580,781,25,0.771284271,0.13997114,0.088744589,549,811,17,1377,0.39869281,0.588961511,-0.1902687,-262,6,9
610,11/6/2012,President,3970,945,2323,547,155,3526,163,89,192,1918,2005,47,0.888161209,0.041057935,0.070780856,967,2941,56,3964,0.24394551,0.741927346,-0.497981837,-1974,6,6
611,11/6/2012,President,1823,607,846,276,94,1523,156,60,84,796,1006,21,0.835436094,0.085573231,0.078990675,692,1097,21,1810,0.382320442,0.606077348,-0.223756906,-405,6,13
612,11/6/2012,President,3249,896,1736,477,140,2417,343,152,337,1543,1661,45,0.743921207,0.105570945,0.150507849,1119,2089,39,3247,0.344625808,0.643363104,-0.298737296,-970,6,2
613,11/6/2012,President,2308,721,1144,343,100,1824,279,81,124,1034,1237,37,0.790294627,0.120883882,0.08882149,823,1461,29,2313,0.355814959,0.631647211,-0.275832252,-638,6,-5
614,11/6/2012,President,869,228,476,124,41,685,66,35,83,422,437,10,0.788262371,0.075949367,0.135788262,265,604,7,876,0.302511416,0.689497717,-0.386986301,-339,6,-7
701,11/6/2012,President,803,531,179,74,19,336,434,8,25,327,462,14,0.418430884,0.540473225,0.04109589,549,249,1,799,0.687108886,0.311639549,0.375469337,300,7,4
702,11/6/2012,President,737,590,71,63,13,172,527,5,33,286,433,18,0.233378562,0.715061058,0.05156038,614,119,7,740,0.82972973,0.160810811,0.668918919,495,7,-3
703,11/6/2012,President,4099,1624,1742,594,139,2769,1005,107,218,1815,2226,58,0.675530617,0.245181752,0.079287631,1606,2445,47,4098,0.391898487,0.596632504,-0.204734017,-839,7,1
704,11/6/2012,President,1934,1338,272,261,63,615,1179,34,106,820,1070,44,0.317993795,0.609617373,0.072388831,1597,309,26,1932,0.826604555,0.159937888,0.666666667,1288,7,2
705,11/6/2012,President,2858,1730,762,282,84,1213,1510,41,94,1183,1643,32,0.424422673,0.528341498,0.047235829,1759,1060,25,2844,0.618495077,0.372714487,0.245780591,699,7,14
706,11/6/2012,President,863,793,9,50,11,17,814,2,30,301,547,15,0.019698725,0.943221321,0.037079954,846,9,2,857,0.987164527,0.01050175,0.976662777,837,7,6
707,11/6/2012,President,1960,1734,84,121,21,117,1756,16,71,643,1288,29,0.059693878,0.895918367,0.044387755,1847,94,7,1948,0.948151951,0.04825462,0.899897331,1753,7,12
708,11/6/2012,President,862,740,40,70,12,72,747,3,40,302,541,19,0.083526682,0.866589327,0.049883991,797,57,5,859,0.92782305,0.066356228,0.861466822,740,7,3
709,11/6/2012,President,3548,3108,132,258,50,120,3221,54,153,1316,2157,75,0.033821871,0.9078354,0.058342728,3367,151,13,3531,0.953554234,0.042764089,0.910790144,3216,7,17
710,11/6/2012,President,2801,2370,188,198,45,259,2397,26,119,1078,1673,50,0.092466976,0.855765798,0.051767226,2540,245,13,2798,0.907791279,0.087562545,0.820228735,2295,7,3
711,11/6/2012,President,755,657,25,64,9,34,682,4,35,283,457,15,0.045033113,0.903311258,0.051655629,719,25,1,745,0.965100671,0.033557047,0.931543624,694,7,10
712,11/6/2012,President,1030,773,131,105,21,246,722,12,50,436,569,25,0.238834951,0.700970874,0.060194175,862,154,8,1024,0.841796875,0.150390625,0.69140625,708,7,6
713,11/6/2012,President,1921,971,559,309,82,942,772,59,148,950,924,47,0.490369599,0.401874024,0.107756377,1175,670,31,1876,0.626332623,0.357142857,0.269189765,505,7,45
714,11/6/2012,President,1226,1069,63,85,9,121,1043,15,47,446,759,21,0.098694943,0.850734095,0.050570962,1147,71,8,1226,0.935562806,0.057911909,0.877650897,1076,7,0
801,11/6/2012,President,1647,1339,165,120,23,283,1290,1,73,647,971,29,0.171827565,0.783242259,0.044930176,1403,239,11,1653,0.848759831,0.144585602,0.704174229,1164,8,-6
802,11/6/2012,President,2039,1875,46,102,16,53,1920,4,62,771,1235,33,0.025993134,0.941638058,0.032368808,1969,55,8,2032,0.968996063,0.027066929,0.941929134,1914,8,7
803,11/6/2012,President,3381,2628,421,273,59,587,2584,43,167,1271,2046,64,0.173617273,0.764270926,0.062111801,2816,531,18,3365,0.836849926,0.157800892,0.679049034,2285,8,16
804,11/6/2012,President,1693,1139,362,142,50,655,951,21,66,668,998,27,0.386887183,0.561724749,0.051388069,1155,519,19,1693,0.68222091,0.306556409,0.375664501,636,8,0
805,11/6/2012,President,1729,1354,209,129,37,401,1256,12,60,677,1013,39,0.231925969,0.726431463,0.041642568,1384,332,11,1727,0.801389693,0.19224088,0.609148813,1052,8,2
806,11/6/2012,President,625,566,10,41,8,9,593,1,22,197,415,13,0.0144,0.9488,0.0368,618,8,1,627,0.985645933,0.012759171,0.972886762,610,8,-2
807,11/6/2012,President,917,846,21,45,5,24,866,5,22,337,573,7,0.026172301,0.94438386,0.029443839,879,29,3,911,0.964873765,0.03183315,0.933040615,850,8,6
808,11/6/2012,President,1240,1126,21,81,12,11,1187,4,38,364,855,21,0.008870968,0.957258065,0.033870968,1238,6,0,1244,0.995176849,0.004823151,0.990353698,1232,8,-4
809,11/6/2012,President,1471,1332,37,86,16,19,1395,7,50,477,970,24,0.012916383,0.948334466,0.03874915,1468,14,2,1484,0.989218329,0.009433962,0.979784367,1454,8,-13
810,11/6/2012,President,967,240,601,97,29,838,75,14,40,452,503,12,0.866597725,0.077559462,0.055842813,153,802,9,964,0.158713693,0.831950207,-0.673236515,-649,8,3
811,11/6/2012,President,906,837,12,49,8,6,862,2,36,313,579,14,0.006622517,0.951434879,0.041942605,887,11,3,901,0.984461709,0.012208657,0.972253052,876,8,5
812,11/6/2012,President,856,786,14,47,9,14,810,11,21,291,548,17,0.01635514,0.946261682,0.037383178,841,6,5,852,0.987089202,0.007042254,0.980046948,835,8,4
813,11/6/2012,President,3671,2121,1126,344,80,1630,1853,56,132,1602,2011,58,0.444020703,0.504767093,0.051212204,2151,1497,20,3668,0.586423119,0.408124318,0.1782988,654,8,3
814,11/6/2012,President,2143,581,1324,194,44,1957,124,20,42,1025,1094,24,0.913205786,0.057862809,0.028931405,300,1829,17,2146,0.139794967,0.852283318,-0.71248835,-1529,8,-3
815,11/6/2012,President,1204,1083,26,76,19,13,1146,1,44,430,750,24,0.010797342,0.951827243,0.037375415,1187,12,1,1200,0.989166667,0.01,0.979166667,1175,8,4
816,11/6/2012,President,506,435,36,34,1,76,409,3,18,187,309,10,0.150197628,0.808300395,0.041501976,450,59,1,510,0.882352941,0.115686275,0.766666667,391,8,-4
817,11/6/2012,President,2814,1897,560,301,56,1018,1625,52,119,1033,1720,61,0.361762615,0.577469794,0.060767591,1937,839,27,2803,0.691045309,0.299322155,0.391723154,1098,8,11
818,11/6/2012,President,919,700,132,71,16,210,664,11,34,360,543,16,0.228509249,0.722524483,0.048966268,716,193,7,916,0.781659389,0.21069869,0.570960699,523,8,3
901,11/6/2012,President,2028,1295,423,229,81,980,894,41,113,798,1180,50,0.483234714,0.440828402,0.075936884,1428,583,25,2036,0.701375246,0.286345776,0.41502947,845,9,-8
902,11/6/2012,President,1954,1805,26,96,27,24,1848,7,75,724,1193,37,0.012282497,0.945752303,0.0419652,1915,8,8,1931,0.991714138,0.004142931,0.987571207,1907,9,23
903,11/6/2012,President,1936,1084,574,221,57,947,818,44,127,769,1117,50,0.489152893,0.422520661,0.088326446,1122,786,13,1921,0.584070796,0.409161895,0.174908902,336,9,15
904,11/6/2012,President,1886,1751,25,92,18,5,1822,1,58,636,1223,27,0.002651113,0.966065748,0.031283139,1854,18,5,1877,0.987746404,0.009589771,0.978156633,1836,9,9
905,11/6/2012,President,1524,885,401,181,57,585,739,78,122,604,887,33,0.383858268,0.484908136,0.131233596,974,523,14,1511,0.644606221,0.346128392,0.298477829,451,9,13
906,11/6/2012,President,1074,411,477,133,53,824,169,23,58,480,579,15,0.767225326,0.15735568,0.075418994,377,677,13,1067,0.353327085,0.634489222,-0.281162137,-300,9,7
907,11/6/2012,President,1311,597,527,158,29,822,404,19,66,553,735,23,0.627002288,0.308161709,0.064836003,618,684,11,1313,0.470677837,0.520944402,-0.050266565,-66,9,-2
908,11/6/2012,President,2139,1167,600,310,62,1117,872,34,116,842,1263,34,0.522206639,0.407667134,0.070126227,1256,878,29,2163,0.580674988,0.405917707,0.174757282,378,9,-24
909,11/6/2012,President,1002,871,28,91,12,56,898,4,44,341,641,20,0.055888224,0.896207585,0.047904192,966,35,5,1006,0.960238569,0.034791252,0.925447316,931,9,-4
910,11/6/2012,President,1608,1353,92,134,29,148,1372,12,76,531,1042,35,0.092039801,0.853233831,0.054726368,1501,114,3,1618,0.927688504,0.070457355,0.85723115,1387,9,-10
911,11/6/2012,President,2224,1736,262,186,40,467,1628,17,112,793,1382,49,0.209982014,0.732014388,0.058003597,1853,373,9,2235,0.829082774,0.16689038,0.662192394,1480,9,-11
912,11/6/2012,President,1014,905,19,78,12,12,945,6,51,395,594,25,0.01183432,0.931952663,0.056213018,999,12,3,1014,0.985207101,0.01183432,0.973372781,987,9,0
913,11/6/2012,President,1501,890,377,197,37,600,720,86,95,533,942,26,0.399733511,0.479680213,0.120586276,982,502,10,1494,0.65729585,0.33601071,0.321285141,480,9,7
914,11/6/2012,President,2779,1372,883,421,103,1203,1117,182,277,1120,1603,56,0.432889529,0.401943145,0.165167326,1610,1129,30,2769,0.581437342,0.407728422,0.17370892,481,9,10
1001,11/6/2012,President,2311,2098,73,118,22,82,2117,9,103,845,1422,44,0.035482475,0.916053656,0.048463868,2193,92,7,2292,0.956806283,0.040139616,0.916666667,2101,10,19
1002,11/6/2012,President,2457,2271,60,112,14,20,2358,5,74,874,1547,36,0.008140008,0.95970696,0.032153032,2401,28,6,2435,0.986036961,0.011498973,0.974537988,2373,10,22
1003,11/6/2012,President,1448,1341,20,76,11,12,1398,1,37,500,927,21,0.008287293,0.965469613,0.026243094,1413,18,2,1433,0.986043266,0.012561061,0.973482205,1395,10,15
1004,11/6/2012,President,2023,1901,20,85,17,13,1945,0,65,743,1256,24,0.0064261,0.961443401,0.032130499,1980,18,3,2001,0.989505247,0.008995502,0.980509745,1962,10,22
1005,11/6/2012,President,2868,2649,50,137,32,46,2710,7,105,1036,1785,47,0.016039052,0.944909344,0.039051604,2775,47,12,2834,0.979181369,0.016584333,0.962597036,2728,10,34
1006,11/6/2012,President,1044,529,383,101,31,692,285,22,45,450,577,17,0.662835249,0.272988506,0.064176245,429,584,13,1026,0.418128655,0.56920078,-0.151072125,-155,10,18
1007,11/6/2012,President,1028,514,368,118,28,636,288,46,58,424,583,21,0.618677043,0.280155642,0.101167315,455,551,7,1013,0.449160908,0.543928924,-0.094768016,-96,10,15
1008,11/6/2012,President,2508,1561,611,271,65,881,1400,74,153,979,1482,47,0.351275917,0.558213716,0.090510367,1685,802,9,2496,0.675080128,0.321314103,0.353766026,883,10,12
1009,11/6/2012,President,1867,1037,555,219,56,753,870,79,165,796,1035,36,0.403320836,0.465988216,0.130690948,1122,710,23,1855,0.604851752,0.382749326,0.222102426,412,10,12
1010,11/6/2012,President,1665,748,668,190,59,1112,417,55,81,678,954,33,0.667867868,0.25045045,0.081681682,692,915,18,1625,0.425846154,0.563076923,-0.137230769,-223,10,40
1011,11/6/2012,President,900,332,433,111,24,694,161,13,32,404,482,14,0.771111111,0.178888889,0.05,277,604,16,897,0.308807135,0.67335563,-0.364548495,-327,10,3
1012,11/6/2012,President,1990,1306,370,266,48,519,1187,109,175,720,1226,44,0.26080402,0.596482412,0.142713568,1506,471,16,1993,0.755644757,0.236327145,0.519317612,1035,10,-3
1013,11/6/2012,President,1007,432,455,98,22,659,288,16,44,408,583,16,0.654419067,0.285998014,0.05958292,429,553,7,989,0.433771486,0.559150657,-0.125379171,-124,10,18
1014,11/6/2012,President,2354,1283,720,294,57,999,1098,83,174,1025,1289,40,0.424384027,0.466440102,0.109175871,1416,918,26,2360,0.6,0.388983051,0.211016949,498,10,-6
1015,11/6/2012,President,2121,1116,678,266,61,941,884,102,194,891,1184,46,0.443658652,0.416784536,0.139556813,1178,894,22,2094,0.562559694,0.426934097,0.135625597,284,10,27
1016,11/6/2012,President,1327,701,384,204,38,528,617,59,123,562,737,28,0.397889977,0.464958553,0.137151469,804,501,14,1319,0.609552691,0.379833207,0.229719484,303,10,8
1101,11/6/2012,President,832,245,420,137,30,607,100,38,87,387,435,10,0.729567308,0.120192308,0.150240385,300,498,14,812,0.369458128,0.613300493,-0.243842365,-198,11,20
1102,11/6/2012,President,363,72,227,58,6,300,25,10,28,177,183,3,0.826446281,0.068870523,0.104683196,89,270,2,361,0.246537396,0.747922438,-0.501385042,-181,11,2
1103,11/6/2012,President,2293,630,1130,444,89,1589,251,127,326,1035,1215,43,0.692978631,0.109463585,0.197557785,898,1371,18,2287,0.392654132,0.599475295,-0.206821163,-473,11,6
1104,11/6/2012,President,2072,693,949,343,87,1375,377,83,237,944,1104,24,0.663610039,0.181949807,0.154440154,837,1195,27,2059,0.406508014,0.580378825,-0.173870811,-358,11,13
1105,11/6/2012,President,2891,891,1251,607,142,1947,471,162,311,1240,1525,126,0.673469388,0.162919405,0.163611207,1309,1538,60,2907,0.450292398,0.529067767,-0.07877537,-229,11,-16
1106,11/6/2012,President,3664,1003,1874,624,163,2823,340,169,332,1599,2007,58,0.770469432,0.09279476,0.136735808,1317,2312,32,3661,0.359737777,0.631521442,-0.271783666,-995,11,3
1107,11/6/2012,President,1386,237,866,236,47,1061,48,48,229,671,693,22,0.765512266,0.034632035,0.1998557,342,1028,6,1376,0.248546512,0.747093023,-0.498546512,-686,11,10
1108,11/6/2012,President,2332,947,842,439,104,1478,568,132,154,1007,1274,51,0.633790738,0.243567753,0.122641509,1214,1079,39,2332,0.52058319,0.462692967,0.057890223,135,11,0
